CustomerID,FirstName,LastName,Email,Phone,Country,City,PostalCode,DateOfBirth,Gender,TrendID,Date,MarketSegment,Region,SalesVolume,SalesValue,MarketShare,GrowthRate,CompetitorInfo,TrendDescription,ProductID,ProductName,ProductGroupID,Price,Cost,SupplierID,StockLevel,ReorderLevel,Discontinued,Description,ProductGroupName,ParentGroupID,CreatedDate,UpdatedDate,IsActive,Category,SubCategory,Notes,SaleID,SaleDate,Quantity,UnitPrice,TotalPrice,PaymentMethod,StoreLocation,SalesRepID,AccessID,PageVisited,SessionDuration,ReferralSource,DeviceType,Browser,GeoLocation,EntryMethod,ExitMethod
39.0,Jim,Smith,user39@example.com,7364390980.0,Australia,Chicago,47122.0,1980-02-08,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0,Jim,Smith,user40@example.com,2629444543.0,Australia,Philadelphia,91404.0,1980-02-09,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0,John,Brown,user41@example.com,7425079261.0,USA,Los Angeles,19528.0,1980-02-10,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,Jim,Johnson,user42@example.com,3033595424.0,USA,Philadelphia,22030.0,1980-02-11,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0,Jane,Johnson,user43@example.com,9570095688.0,Australia,Chicago,20344.0,1980-02-12,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0,Jack,Smith,user44@example.com,8276592335.0,USA,New York,24417.0,1980-02-13,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,Jack,Johnson,user45@example.com,3835192239.0,USA,Phoenix,76630.0,1980-02-14,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0,John,Doe,user46@example.com,7571014940.0,USA,New York,64753.0,1980-02-15,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.0,Joe,Brown,user47@example.com,2185898863.0,Australia,Philadelphia,67726.0,1980-02-16,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,Jim,Smith,user48@example.com,2380804145.0,USA,Philadelphia,67791.0,1980-02-17,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.0,Jill,White,user49@example.com,8908773289.0,UK,Chicago,56524.0,1980-02-18,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0,John,Smith,user50@example.com,1013628946.0,Canada,Houston,47486.0,1980-02-19,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,John,Brown,user51@example.com,2702536255.0,Canada,Philadelphia,26029.0,1980-02-20,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,John,White,user52@example.com,6272320641.0,USA,Phoenix,46423.0,1980-02-21,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.0,Jim,White,user53@example.com,2712199792.0,Canada,New York,91325.0,1980-02-22,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,Joe,White,user54@example.com,6568320307.0,Canada,Philadelphia,14674.0,1980-02-23,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,Joe,Smith,user55@example.com,6220031986.0,Canada,Los Angeles,70929.0,1980-02-24,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.0,Jane,Johnson,user56@example.com,1703916940.0,Australia,Phoenix,76226.0,1980-02-25,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.0,Jim,Smith,user57@example.com,4758158772.0,USA,Philadelphia,23570.0,1980-02-26,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.0,Jim,Johnson,user58@example.com,3001829832.0,UK,Phoenix,69045.0,1980-02-27,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.0,Jane,Black,user59@example.com,9927612411.0,Australia,Houston,34876.0,1980-02-28,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,Jane,Black,user60@example.com,5030333929.0,Canada,Los Angeles,76910.0,1980-02-29,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.0,John,Brown,user61@example.com,3119865573.0,Australia,Philadelphia,10763.0,1980-03-01,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.0,Jane,Black,user62@example.com,3188890301.0,USA,New York,95320.0,1980-03-02,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.0,Jane,Johnson,user63@example.com,3124761418.0,USA,Phoenix,45228.0,1980-03-03,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.0,John,Johnson,user64@example.com,4664894967.0,USA,Philadelphia,96564.0,1980-03-04,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.0,Jane,White,user65@example.com,7332772090.0,Australia,Los Angeles,55251.0,1980-03-05,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.0,Jim,White,user66@example.com,2696455972.0,Australia,Philadelphia,22977.0,1980-03-06,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.0,Joe,Doe,user67@example.com,5500766277.0,USA,Houston,41046.0,1980-03-07,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.0,Jim,White,user68@example.com,9758051154.0,UK,New York,70135.0,1980-03-08,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.0,Jill,Johnson,user69@example.com,7817784166.0,USA,Chicago,55131.0,1980-03-09,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,Jack,Johnson,user70@example.com,9664199348.0,UK,Philadelphia,66786.0,1980-03-10,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.0,Jack,Doe,user71@example.com,2367872345.0,Canada,Philadelphia,30037.0,1980-03-11,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.0,Jack,White,user72@example.com,8110108125.0,UK,Houston,87692.0,1980-03-12,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.0,Joe,White,user73@example.com,1365904368.0,USA,Los Angeles,11834.0,1980-03-13,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74.0,Joe,Black,user74@example.com,3119859979.0,UK,Los Angeles,97317.0,1980-03-14,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75.0,John,Brown,user75@example.com,5200391080.0,Canada,Philadelphia,46713.0,1980-03-15,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76.0,Jack,Black,user76@example.com,2344370916.0,Canada,Chicago,21305.0,1980-03-16,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.0,Joe,Johnson,user77@example.com,9863528431.0,UK,Phoenix,35341.0,1980-03-17,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78.0,Jill,Black,user78@example.com,1905095738.0,Canada,New York,24142.0,1980-03-18,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.0,Jane,Johnson,user79@example.com,1138088109.0,Australia,Houston,32249.0,1980-03-19,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,Joe,Johnson,user80@example.com,8998810476.0,Canada,Philadelphia,78082.0,1980-03-20,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81.0,Jack,White,user81@example.com,4287556773.0,Australia,Philadelphia,84904.0,1980-03-21,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82.0,Jack,Doe,user82@example.com,2150067675.0,Canada,Philadelphia,88063.0,1980-03-22,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83.0,Joe,Brown,user83@example.com,4111552489.0,Australia,Houston,89055.0,1980-03-23,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.0,Jim,Black,user84@example.com,1433353638.0,UK,Houston,21164.0,1980-03-24,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.0,Jim,Brown,user85@example.com,9573638037.0,USA,Phoenix,38654.0,1980-03-25,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.0,Jane,Brown,user86@example.com,4349740084.0,Australia,Los Angeles,17032.0,1980-03-26,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.0,Joe,Brown,user87@example.com,4293583777.0,UK,Phoenix,70926.0,1980-03-27,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.0,Jack,White,user88@example.com,4264939377.0,Australia,Chicago,14748.0,1980-03-28,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.0,Jane,Smith,user89@example.com,7403000561.0,USA,Los Angeles,24061.0,1980-03-29,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,Jim,Smith,user90@example.com,7118136509.0,Canada,Philadelphia,71291.0,1980-03-30,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.0,Jack,Johnson,user91@example.com,8788471869.0,Australia,Los Angeles,99526.0,1980-03-31,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.0,Joe,Black,user92@example.com,1612016265.0,USA,Houston,86807.0,1980-04-01,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.0,Jim,Johnson,user93@example.com,2900145970.0,Australia,New York,71686.0,1980-04-02,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.0,Jane,Smith,user94@example.com,5074904479.0,Australia,Chicago,86220.0,1980-04-03,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.0,Jim,Black,user95@example.com,2896562013.0,Australia,Houston,53394.0,1980-04-04,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.0,Joe,Johnson,user96@example.com,2450236520.0,Canada,Houston,86382.0,1980-04-05,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.0,John,Doe,user97@example.com,3720145204.0,USA,Houston,86422.0,1980-04-06,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.0,Joe,Smith,user98@example.com,6093031009.0,UK,Phoenix,77253.0,1980-04-07,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.0,John,Smith,user99@example.com,7385853109.0,Canada,Chicago,33484.0,1980-04-08,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,Jim,Black,user100@example.com,9430572962.0,Canada,New York,27016.0,1980-04-09,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.0,Jim,Brown,user101@example.com,2162455558.0,UK,Phoenix,32305.0,1980-04-10,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.0,John,Brown,user102@example.com,7730213694.0,Australia,Philadelphia,11806.0,1980-04-11,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.0,Jack,Black,user103@example.com,1650503880.0,Australia,Houston,25942.0,1980-04-12,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.0,Jane,Smith,user104@example.com,4943722968.0,Australia,Houston,50718.0,1980-04-13,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105.0,Joe,Brown,user105@example.com,7853212037.0,USA,Philadelphia,19855.0,1980-04-14,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106.0,John,Brown,user106@example.com,7230373203.0,UK,Phoenix,60615.0,1980-04-15,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107.0,John,Black,user107@example.com,3030523272.0,Australia,Houston,58066.0,1980-04-16,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108.0,Jim,White,user108@example.com,1754218525.0,UK,Philadelphia,72399.0,1980-04-17,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109.0,Jack,Johnson,user109@example.com,7098900640.0,UK,Chicago,23643.0,1980-04-18,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.0,Joe,Doe,user110@example.com,7940646498.0,Australia,Philadelphia,30817.0,1980-04-19,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111.0,Joe,Smith,user111@example.com,1868320109.0,UK,Phoenix,97195.0,1980-04-20,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112.0,Jim,White,user112@example.com,7069179812.0,Australia,New York,18170.0,1980-04-21,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113.0,Jill,Brown,user113@example.com,6726754479.0,Australia,Los Angeles,56996.0,1980-04-22,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114.0,John,Smith,user114@example.com,5492464170.0,USA,Houston,71940.0,1980-04-23,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115.0,Jane,Black,user115@example.com,3559743295.0,UK,Los Angeles,75121.0,1980-04-24,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116.0,Jim,Johnson,user116@example.com,1245745303.0,USA,Phoenix,53661.0,1980-04-25,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117.0,John,White,user117@example.com,9154665219.0,Canada,Houston,33499.0,1980-04-26,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118.0,John,White,user118@example.com,4320772836.0,Canada,Philadelphia,66226.0,1980-04-27,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.0,John,White,user119@example.com,6357450880.0,Canada,Philadelphia,50299.0,1980-04-28,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,Joe,White,user120@example.com,1290764484.0,UK,Los Angeles,38633.0,1980-04-29,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.0,Jack,White,user121@example.com,1077369192.0,Canada,New York,23488.0,1980-04-30,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.0,Jill,Brown,user122@example.com,7924488752.0,Canada,Phoenix,87825.0,1980-05-01,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,Jim,Doe,user123@example.com,2476939611.0,Australia,New York,11683.0,1980-05-02,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124.0,Jill,Doe,user124@example.com,7978646401.0,Australia,Los Angeles,42007.0,1980-05-03,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.0,Jane,Doe,user125@example.com,9777507367.0,USA,Philadelphia,91755.0,1980-05-04,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,Jim,Brown,user126@example.com,6698115866.0,USA,Houston,31642.0,1980-05-05,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.0,Joe,Smith,user127@example.com,6467578854.0,UK,New York,56815.0,1980-05-06,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.0,Jill,Smith,user128@example.com,7949705198.0,UK,Phoenix,26864.0,1980-05-07,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.0,Jack,Black,user129@example.com,4083463610.0,Canada,New York,71355.0,1980-05-08,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.0,John,Doe,user130@example.com,3467456738.0,UK,Philadelphia,59146.0,1980-05-09,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131.0,Jane,Smith,user131@example.com,5372097879.0,Australia,Chicago,63552.0,1980-05-10,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132.0,Joe,White,user132@example.com,3167061759.0,UK,Phoenix,31593.0,1980-05-11,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133.0,John,Doe,user133@example.com,8339998188.0,Canada,Los Angeles,87881.0,1980-05-12,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134.0,John,Smith,user134@example.com,6778947348.0,Canada,Los Angeles,10924.0,1980-05-13,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.0,Jill,Johnson,user135@example.com,4128635916.0,USA,New York,18883.0,1980-05-14,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.0,John,White,user136@example.com,4040080599.0,USA,Chicago,79883.0,1980-05-15,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137.0,Jim,Smith,user137@example.com,5767822761.0,Australia,New York,32704.0,1980-05-16,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138.0,Jack,Black,user138@example.com,4790903602.0,UK,Phoenix,62265.0,1980-05-17,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139.0,Jane,Smith,user139@example.com,5636058723.0,USA,Los Angeles,10398.0,1980-05-18,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140.0,John,White,user140@example.com,1078610098.0,UK,New York,63456.0,1980-05-19,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141.0,Jack,Smith,user141@example.com,2901291255.0,Canada,Los Angeles,18172.0,1980-05-20,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142.0,Jane,Black,user142@example.com,8778653856.0,Canada,Philadelphia,83807.0,1980-05-21,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
